ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,All Saints' Day,All Saints' Day_lower,All Saints' Day_upper,Armistice Day,Armistice Day_lower,Armistice Day_upper,Ascension Day,Ascension Day_lower,Ascension Day_upper,Assumption Day,Assumption Day_lower,Assumption Day_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Easter Monday,Easter Monday_lower,Easter Monday_upper,Labor Day,Labor Day_lower,Labor Day_upper,National Day,National Day_lower,National Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,Victory Day,Victory Day_lower,Victory Day_upper,Weekly-Increase Fourier Order,Weekly-Increase Fourier Order_lower,Weekly-Increase Fourier Order_upper,Whit Monday,Whit Monday_lower,Whit Monday_upper,Yearly Seasonality increase fourier_order,Yearly Seasonality increase fourier_order_lower,Yearly Seasonality increase fourier_order_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2021-06-16,867.9651176082957,391.7442954171866,851.5874325462543,867.9651176082957,867.9651176082957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-142.75817305444266,-142.75817305444266,-142.75817305444266,0.0,0.0,0.0,-96.44825686583235,-96.44825686583235,-96.44825686583235,-239.206429920275,-239.206429920275,-239.206429920275,0.0,0.0,0.0,0.0,0.0,0.0,628.7586876880207
2021-06-17,867.6751264003318,374.3674245182066,856.1528501176908,867.6751264003318,867.6751264003318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-138.76371482011828,-138.76371482011828,-138.76371482011828,0.0,0.0,0.0,-109.82871920344908,-109.82871920344908,-109.82871920344908,-248.5924340235674,-248.5924340235674,-248.5924340235674,0.0,0.0,0.0,0.0,0.0,0.0,619.0826923767644
2021-06-18,867.3851351923679,451.18943625412896,920.9843495631426,867.3851351923679,867.3851351923679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.41011264818052,-69.41011264818052,-69.41011264818052,0.0,0.0,0.0,-121.13282295586345,-121.13282295586345,-121.13282295586345,-190.54293560404395,-190.54293560404395,-190.54293560404395,0.0,0.0,0.0,0.0,0.0,0.0,676.842199588324
2021-06-19,867.095143984404,651.4259952090871,1116.487122350534,867.095143984404,867.095143984404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0957975891737,139.0957975891737,139.0957975891737,0.0,0.0,0.0,-129.87660829706837,-129.87660829706837,-129.87660829706837,9.219189292105357,9.219189292105357,9.219189292105357,0.0,0.0,0.0,0.0,0.0,0.0,876.3143332765094
2021-06-20,866.80515277644,939.0187196277863,1415.2957475893904,866.80515277644,866.80515277644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.5724344126452,452.5724344126452,452.5724344126452,0.0,0.0,0.0,-135.60461403672758,-135.60461403672758,-135.60461403672758,316.96782037591765,316.96782037591765,316.96782037591765,0.0,0.0,0.0,0.0,0.0,0.0,1183.7729731523577
2021-06-21,866.5151615684761,404.6195074067377,862.7673435581854,866.5151615684761,866.5151615684761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.45487011215313,-100.45487011215313,-100.45487011215313,0.0,0.0,0.0,-137.90414127798766,-137.90414127798766,-137.90414127798766,-238.3590113901408,-238.3590113901408,-238.3590113901408,0.0,0.0,0.0,0.0,0.0,0.0,628.1561501783352
2021-06-22,866.2251703605122,350.9326486509075,813.8738568538697,866.2251703605122,866.2251703605122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-140.28136136856614,-140.28136136856614,-140.28136136856614,0.0,0.0,0.0,-136.41873369769405,-136.41873369769405,-136.41873369769405,-276.70009506626013,-276.70009506626013,-276.70009506626013,0.0,0.0,0.0,0.0,0.0,0.0,589.525075294252
2021-06-23,865.9351791525482,358.8147090219737,843.7994781516489,865.9351791525482,865.9351791525482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-142.75817305362057,-142.75817305362057,-142.75817305362057,0.0,0.0,0.0,-130.86040605387083,-130.86040605387083,-130.86040605387083,-273.6185791074914,-273.6185791074914,-273.6185791074914,0.0,0.0,0.0,0.0,0.0,0.0,592.3166000450568
2021-06-24,865.6451879445844,391.40617706001956,860.4290105875236,865.6451879445844,865.6451879445844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-138.76371481984026,-138.76371481984026,-138.76371481984026,0.0,0.0,0.0,-121.02018309982161,-121.02018309982161,-121.02018309982161,-259.7838979196618,-259.7838979196618,-259.7838979196618,0.0,0.0,0.0,0.0,0.0,0.0,605.8612900249227
2021-06-25,865.3551967366203,464.21849613127756,931.9758416047391,865.3551967366203,865.3551967366203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.41011264818059,-69.41011264818059,-69.41011264818059,0.0,0.0,0.0,-106.7765574531663,-106.7765574531663,-106.7765574531663,-176.18667010134692,-176.18667010134692,-176.18667010134692,0.0,0.0,0.0,0.0,0.0,0.0,689.1685266352733
2021-06-26,865.0652055286564,677.5008111511393,1149.4762391235558,865.0652055286564,865.0652055286564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0957975897615,139.0957975897615,139.0957975897615,0.0,0.0,0.0,-88.10153580997064,-88.10153580997064,-88.10153580997064,50.99426177979084,50.99426177979084,50.99426177979084,0.0,0.0,0.0,0.0,0.0,0.0,916.0594673084472
2021-06-27,864.7752143206926,1005.6903157169838,1491.259335824368,864.7752143206926,864.7752143206926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.5724344127344,452.5724344127344,452.5724344127344,0.0,0.0,0.0,-65.06401634274826,-65.06401634274826,-65.06401634274826,387.5084180699863,387.5084180699863,387.5084180699863,0.0,0.0,0.0,0.0,0.0,0.0,1252.283632390679
2021-06-28,864.4852231127287,489.1776712142012,948.0341369175109,864.4852231127287,864.4852231127287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.45487011185608,-100.45487011185608,-100.45487011185608,0.0,0.0,0.0,-37.8303238576955,-37.8303238576955,-37.8303238576955,-138.2851939695516,-138.2851939695516,-138.2851939695516,0.0,0.0,0.0,0.0,0.0,0.0,726.2000291431771
2021-06-29,864.1952319047647,492.4504536834428,978.0754117090403,864.1952319047647,864.1952319047647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-140.2813613683633,-140.2813613683633,-140.2813613683633,0.0,0.0,0.0,-6.661820589855167,-6.661820589855167,-6.661820589855167,-146.9431819582185,-146.9431819582185,-146.9431819582185,0.0,0.0,0.0,0.0,0.0,0.0,717.2520499465462
2021-06-30,863.9052406968008,507.1808285158105,981.5835502255954,863.9052406968008,863.9052406968008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-142.75817305396748,-142.75817305396748,-142.75817305396748,0.0,0.0,0.0,28.090393645446014,28.090393645446014,28.090393645446014,-114.66777940852148,-114.66777940852148,-114.66777940852148,0.0,0.0,0.0,0.0,0.0,0.0,749.2374612882793
2021-07-01,863.6152494888369,566.1737929638416,1024.4307002382652,863.6152494888369,863.6152494888369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-138.76371482019795,-138.76371482019795,-138.76371482019795,0.0,0.0,0.0,65.99358106484355,65.99358106484355,65.99358106484355,-72.77013375535444,-72.77013375535444,-72.77013375535444,0.0,0.0,0.0,0.0,0.0,0.0,790.8451157334824
2021-07-02,863.325258280873,654.1063878609216,1112.9800012575504,863.325258280873,863.325258280873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.41011264782396,-69.41011264782396,-69.41011264782396,0.0,0.0,0.0,106.5440592625045,106.5440592625045,106.5440592625045,37.1339466146805,37.1339466146805,37.1339466146805,0.0,0.0,0.0,0.0,0.0,0.0,900.4592048955535
2021-07-03,863.0352670729089,923.974621378804,1394.7057346466718,863.0352670729089,863.0352670729089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.09579758876973,139.09579758876973,139.09579758876973,0.0,0.0,0.0,149.18019240224805,149.18019240224805,149.18019240224805,288.2759899910178,288.2759899910178,288.2759899910178,0.0,0.0,0.0,0.0,0.0,0.0,1151.3112570639269
2021-07-04,862.745300413806,1260.710225210379,1750.4409804355087,862.745300413806,862.745300413806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.5724344125177,452.5724344125177,452.5724344125177,0.0,0.0,0.0,193.2973029732297,193.2973029732297,193.2973029732297,645.8697373857472,645.8697373857472,645.8697373857472,0.0,0.0,0.0,0.0,0.0,0.0,1508.6150377995532
2021-07-05,862.4553337547034,757.0520907984868,1247.1604681211363,862.4553337547034,862.4553337547034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.45487011234064,-100.45487011234064,-100.45487011234064,0.0,0.0,0.0,238.26405680526187,238.26405680526187,238.26405680526187,137.8091866929213,137.8091866929213,137.8091866929213,0.0,0.0,0.0,0.0,0.0,0.0,1000.2645204476246
2021-07-06,862.1653670956006,770.9073078609986,1246.5563772945334,862.1653670956006,862.1653670956006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-140.28136136791028,-140.28136136791028,-140.28136136791028,0.0,0.0,0.0,283.43981794294285,283.43981794294285,283.43981794294285,143.15845657503257,143.15845657503257,143.15845657503257,0.0,0.0,0.0,0.0,0.0,0.0,1005.3238236706331
2021-07-07,861.8754004364979,802.2770966974449,1271.7666092925651,861.8754004364979,861.8754004364979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-142.75817305397211,-142.75817305397211,-142.75817305397211,0.0,0.0,0.0,328.1924299262104,328.1924299262104,328.1924299262104,185.43425687223834,185.43425687223834,185.43425687223834,0.0,0.0,0.0,0.0,0.0,0.0,1047.3096573087362
2021-07-08,861.585433777395,863.2114645115596,1323.0538503591492,861.585433777395,861.585433777395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-138.76371481955346,-138.76371481955346,-138.76371481955346,0.0,0.0,0.0,371.9158576181982,371.9158576181982,371.9158576181982,233.15214279864472,233.15214279864472,233.15214279864472,0.0,0.0,0.0,0.0,0.0,0.0,1094.7375765760398
2021-07-09,861.2954671182923,979.6034919222546,1431.8949465624526,861.2954671182923,861.2954671182923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.41011264782401,-69.41011264782401,-69.41011264782401,0.0,0.0,0.0,414.04711994491123,414.04711994491123,414.04711994491123,344.6370072970871,344.6370072970871,344.6370072970871,0.0,0.0,0.0,0.0,0.0,0.0,1205.9324744153794
2021-07-10,861.0055004591894,1219.7201514853573,1692.5804375337264,861.0055004591894,861.0055004591894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.09579758935757,139.09579758935757,139.09579758935757,0.0,0.0,0.0,454.08195917864373,454.08195917864373,454.08195917864373,593.1777567680012,593.1777567680012,593.1777567680012,0.0,0.0,0.0,0.0,0.0,0.0,1454.1832572271906
2021-07-11,860.7155338000866,1572.6601583199006,2048.2945533044945,860.7155338000866,860.7155338000866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.57243441302205,452.57243441302205,452.57243441302205,0.0,0.0,0.0,491.58872641879645,491.58872641879645,491.58872641879645,944.1611608318184,944.1611608318184,944.1611608318184,0.0,0.0,0.0,0.0,0.0,0.0,1804.8766946319051
2021-07-12,860.425567140984,1050.9459368523833,1531.6126865481547,860.425567140984,860.425567140984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.45487011220781,-100.45487011220781,-100.45487011220781,0.0,0.0,0.0,526.2200148200171,526.2200148200171,526.2200148200171,425.7651447078095,425.7651447078095,425.7651447078095,0.0,0.0,0.0,0.0,0.0,0.0,1286.1907118487934
2021-07-13,860.135600481881,1088.0563032637988,1551.7657599277823,860.135600481881,860.135600481881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.31592637,41.31592637,41.31592637,0.0,0.0,0.0,0.0,0.0,0.0,-140.28136136849392,-140.28136136849392,-140.28136136849392,0.0,0.0,0.0,557.7216403427843,557.7216403427843,557.7216403427843,458.75620534429044,458.75620534429044,458.75620534429044,41.31592637,41.31592637,41.31592637,0.0,0.0,0.0,1318.8918058261715
2021-07-14,859.8456338227784,1739.1156902343407,2201.563862864907,859.8456338227784,859.8456338227784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667.1421842999999,667.1421842999999,667.1421842999999,0.0,0.0,0.0,0.0,0.0,0.0,-142.75817305479484,-142.75817305479484,-142.75817305479484,0.0,0.0,0.0,585.9386522783946,585.9386522783946,585.9386522783946,1110.3226635235997,1110.3226635235997,1110.3226635235997,667.1421842999999,667.1421842999999,667.1421842999999,0.0,0.0,0.0,1970.168297346378
2021-07-15,859.5556671636756,1086.2058634816913,1570.0071159601998,859.5556671636756,859.5556671636756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-138.76371482036862,-138.76371482036862,-138.76371482036862,0.0,0.0,0.0,610.8181499169951,610.8181499169951,610.8181499169951,472.05443509662655,472.05443509662655,472.05443509662655,0.0,0.0,0.0,0.0,0.0,0.0,1331.610102260302
2021-07-16,859.2657005045729,1188.4310799037241,1663.5292847842168,859.2657005045729,859.2657005045729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.41011264714925,-69.41011264714925,-69.41011264714925,0.0,0.0,0.0,632.4087844554313,632.4087844554313,632.4087844554313,562.9986718082819,562.9986718082819,562.9986718082819,0.0,0.0,0.0,0.0,0.0,0.0,1422.264372312855
2021-07-17,858.97573384547,1420.1219171502144,1895.3826639052884,858.97573384547,858.97573384547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.09579759015213,139.09579759015213,139.09579759015213,0.0,0.0,0.0,650.8569332364629,650.8569332364629,650.8569332364629,789.9527308266149,789.9527308266149,789.9527308266149,0.0,0.0,0.0,0.0,0.0,0.0,1648.9284646720848
2021-07-18,858.6857671863673,1739.2524508286592,2219.6588410541876,858.6857671863673,858.6857671863673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.5724344127506,452.5724344127506,452.5724344127506,0.0,0.0,0.0,666.3996431073169,666.3996431073169,666.3996431073169,1118.9720775200676,1118.9720775200676,1118.9720775200676,0.0,0.0,0.0,0.0,0.0,0.0,1977.6578447064348
2021-07-19,858.3958005272644,1215.8987422652249,1701.0800194021133,858.3958005272644,858.3958005272644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.45487011096759,-100.45487011096759,-100.45487011096759,0.0,0.0,0.0,679.3545474205624,679.3545474205624,679.3545474205624,578.8996773095948,578.8996773095948,578.8996773095948,0.0,0.0,0.0,0.0,0.0,0.0,1437.2954778368594
2021-07-20,858.1058338681618,1152.6132414328256,1633.84851987213,858.1058338681618,858.1058338681618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-140.28136136804085,-140.28136136804085,-140.28136136804085,0.0,0.0,0.0,690.1070633524959,690.1070633524959,690.1070633524959,549.825701984455,549.825701984455,549.825701984455,0.0,0.0,0.0,0.0,0.0,0.0,1407.931535852617
2021-07-21,857.815867209059,1163.862673426306,1654.5256704025426,857.815867209059,857.815867209059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-142.758173054315,-142.758173054315,-142.758173054315,0.0,0.0,0.0,699.0952693052519,699.0952693052519,699.0952693052519,556.337096250937,556.337096250937,556.337096250937,0.0,0.0,0.0,0.0,0.0,0.0,1414.152963459996
2021-07-22,857.5259005499561,1205.9332405799746,1665.0173821343028,857.5259005499561,857.5259005499561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-138.76371482009057,-138.76371482009057,-138.76371482009057,0.0,0.0,0.0,706.7929429844083,706.7929429844083,706.7929429844083,568.0292281643176,568.0292281643176,568.0292281643176,0.0,0.0,0.0,0.0,0.0,0.0,1425.5551287142737
2021-07-23,857.2359338908534,1265.449835746314,1733.010005811806,857.2359338908534,857.2359338908534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.41011264714932,-69.41011264714932,-69.41011264714932,0.0,0.0,0.0,713.6913064828855,713.6913064828855,713.6913064828855,644.2811938357363,644.2811938357363,644.2811938357363,0.0,0.0,0.0,0.0,0.0,0.0,1501.5171277265897
2021-07-24,856.9459672317507,1477.0431266077264,1962.8104133276845,856.9459672317507,856.9459672317507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.09579758972058,139.09579758972058,139.09579758972058,0.0,0.0,0.0,720.2800730221672,720.2800730221672,720.2800730221672,859.3758706118879,859.3758706118879,859.3758706118879,0.0,0.0,0.0,0.0,0.0,0.0,1716.3218378436386
2021-07-25,856.8250148000262,1800.0191354016179,2274.9894174046563,856.8250148000262,856.8250148000262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.57243441326136,452.57243441326136,452.57243441326136,0.0,0.0,0.0,727.0284191154984,727.0284191154984,727.0284191154984,1179.6008535287597,1179.6008535287597,1179.6008535287597,0.0,0.0,0.0,0.0,0.0,0.0,2036.4258683287858
2021-07-26,856.704062368302,1252.6821003335779,1745.4000202952107,856.704062368302,856.704062368302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.45487011156072,-100.45487011156072,-100.45487011156072,0.0,0.0,0.0,734.3665146922289,734.3665146922289,734.3665146922289,633.9116445806682,633.9116445806682,633.9116445806682,0.0,0.0,0.0,0.0,0.0,0.0,1490.61570694897
2021-07-27,856.5831099365774,1220.8987777846155,1677.2408750732136,856.5831099365774,856.5831099365774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-140.2813613688747,-140.2813613688747,-140.2813613688747,0.0,0.0,0.0,742.6682316731101,742.6682316731101,742.6682316731101,602.3868703042352,602.3868703042352,602.3868703042352,0.0,0.0,0.0,0.0,0.0,0.0,1458.9699802408127
2021-07-28,856.4621575048529,1223.4940120668016,1699.3203259515567,856.4621575048529,856.4621575048529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-142.7581730541773,-142.7581730541773,-142.7581730541773,0.0,0.0,0.0,752.2356188365574,752.2356188365574,752.2356188365574,609.4774457823804,609.4774457823804,609.4774457823804,0.0,0.0,0.0,0.0,0.0,0.0,1465.9396032872332
2021-07-29,856.3412050731287,1243.4480914390062,1732.551514405607,856.3412050731287,856.3412050731287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-138.76371482044829,-138.76371482044829,-138.76371482044829,0.0,0.0,0.0,763.2856784720059,763.2856784720059,763.2856784720059,624.5219636515576,624.5219636515576,624.5219636515576,0.0,0.0,0.0,0.0,0.0,0.0,1480.8631687246861
2021-07-30,856.2202526414042,1321.2148487519341,1802.090723807222,856.2202526414042,856.2202526414042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.41011264821812,-69.41011264821812,-69.41011264821812,0.0,0.0,0.0,775.9399098547187,775.9399098547187,775.9399098547187,706.5297972065006,706.5297972065006,706.5297972065006,0.0,0.0,0.0,0.0,0.0,0.0,1562.7500498479048
2021-07-31,856.0993002096797,1559.985982186902,2011.7152733682724,856.0993002096797,856.0993002096797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.09579759051516,139.09579759051516,139.09579759051516,0.0,0.0,0.0,790.2169981780197,790.2169981780197,790.2169981780197,929.3127957685349,929.3127957685349,929.3127957685349,0.0,0.0,0.0,0.0,0.0,0.0,1785.4120959782144
